wavelenght,n,k
9.9187205e-09,0.971580001,0.023539999
9.950562399999999e-09,0.971930001,0.02379
9.9987099e-09,0.97219,0.02373
1.0162620000000001e-08,0.9725,0.02407
1.0332e-08,0.972209999,0.02385
1.041882e-08,0.971379999,0.023639999
1.050712e-08,0.9703,0.024350001
1.0596919999999998e-08,0.969380001,0.025189999
1.068828e-08,0.96881,0.02678
1.0781219999999998e-08,0.96878,0.028200001
1.0875789999999998e-08,0.9695,0.029859999
1.097204e-08,0.97098,0.030309999
1.101101e-08,0.9714,0.029929999
1.107e-08,0.971349999,0.02942
1.1169729999999998e-08,0.9704699999999999,0.029069999
1.1271269999999999e-08,0.9694,0.02977
1.137468e-08,0.968570001,0.03077
1.1480000000000001e-08,0.966559999,0.032129999
1.158729e-08,0.965670001,0.037689999
1.1696599999999999e-08,0.97085,0.044890001
1.174091e-08,0.976539999,0.04631
1.1808e-08,0.983309999,0.041200001
1.192154e-08,0.982960001,0.03081
1.2037279999999999e-08,0.97844,0.02813
1.2155289999999998e-08,0.97559,0.0277
1.227564e-08,0.97391,0.02808
1.23984e-08,0.972580001,0.02805
1.252364e-08,0.97112,0.028480001
1.265143e-08,0.97002,0.02915
1.278186e-08,0.96926,0.02974
1.2914999999999999e-08,0.968359999,0.029890001
1.294196e-08,0.967969999,0.029850001
1.305095e-08,0.96683,0.03098
1.3189789999999999e-08,0.966499999,0.03255
1.324615e-08,0.96686,0.033009999
1.333161e-08,0.967209999,0.032749999
1.347652e-08,0.9663,0.032079998
1.362462e-08,0.964850001,0.032469999
1.3775999999999999e-08,0.963660002,0.033190001
1.393079e-08,0.96263,0.034049999
1.408909e-08,0.96167,0.034899998
1.425103e-08,0.96074,0.03585
1.441674e-08,0.959860001,0.036839999
1.458635e-08,0.95905,0.037859999
1.476e-08,0.958250001,0.038830001
1.4795229999999998e-08,0.958069999,0.039009999
1.493783e-08,0.957359999,0.039859999
1.512e-08,0.956519999,0.04095
1.530667e-08,0.955680002,0.042089999
1.5497999999999998e-08,0.954860002,0.043260001
1.5694181e-08,0.9540399980000001,0.04445
1.5895390999999997e-08,0.953200001,0.04566
1.610182e-08,0.952330001,0.046909999
1.6313691e-08,0.95143,0.048190001
1.6531198999999998e-08,0.950199999,0.049529999
1.6754598999999998e-08,0.949310001,0.05184
1.6868571e-08,0.94946,0.05277
1.6984110999999997e-08,0.94943,0.05319
1.7219999999999998e-08,0.948539998,0.054140002
1.7462529e-08,0.947420001,0.05573
1.7712001e-08,0.947160002,0.05765
1.7968699e-08,0.94655,0.057999998
1.823294e-08,0.94438,0.058869999
1.8505079999999998e-08,0.94221,0.06129
1.8785451e-08,0.940579999,0.064000003
1.907446e-08,0.939369999,0.067280002
1.9103849e-08,0.939350002,0.067649998
1.9402821e-08,0.938889999,0.070830002
1.971129e-08,0.9392199999999999,0.074369997
1.9869231e-08,0.94035,0.075879999
2.0029728999999998e-08,0.94131,0.075910002
2.035862e-08,0.94069,0.075580001
2.0698501e-08,0.938359998,0.076360002
2.1049908999999997e-08,0.93564,0.078879997
2.1193851e-08,0.934660003,0.079980001
2.1339759e-08,0.933700003,0.081289999
2.1487699999999997e-08,0.932680003,0.082450002
2.16377e-08,0.93096,0.083679996
2.1789809999999998e-08,0.928800002,0.085919999
2.1944069999999997e-08,0.926870003,0.089390002
2.2100539999999996e-08,0.925389998,0.094120003
2.225925e-08,0.926360004,0.1007
2.242025e-08,0.929629996,0.106
2.2583609e-08,0.934950002,0.1111
2.2749360999999997e-08,0.943890002,0.1137
2.2917559e-08,0.95403,0.1099
2.3088271e-08,0.958069999,0.099569999
2.326154e-08,0.954769999,0.091540001
2.3437428999999998e-08,0.950130001,0.089199997
2.3615998999999998e-08,0.947009999,0.087909997
2.384308e-08,0.943,0.086960003
2.4310590999999997e-08,0.935910001,0.088469997
2.4796801e-08,0.930840001,0.092069998
2.5302860999999997e-08,0.926710002,0.095389999
2.5830000999999997e-08,0.922660001,0.099550001
2.6379579999999997e-08,0.919220001,0.1043
2.695304e-08,0.916340001,0.109
2.7551999e-08,0.913520001,0.1133
2.773691e-08,0.912160002,0.1142
2.817818e-08,0.909170002,0.1183
2.9519999e-08,0.902220003,0.13079999
3.0995999999999995e-08,0.8956999999999999,0.145
3.2627370000000004e-08,0.8893,0.1611
3.4439999999999996e-08,0.883,0.1794
3.646588e-08,0.8767,0.20020001
3.8745001e-08,0.8696,0.22390001
4.1328002e-08,0.8571,0.252
4.27531e-08,0.8515,0.27599999
4.428e-08,0.85169999,0.2994
4.5919999e-08,0.85349999,0.3222
4.768616e-08,0.8557,0.34470001
4.9593600999999996e-08,0.8575,0.3673
5.1660001e-08,0.8573,0.39070001
5.3906091e-08,0.8519,0.41670001
5.635637e-08,0.8379,0.4535
5.9039999e-08,0.82529999,0.51499999
6.1992001e-08,0.8354,0.59850001
6.525474000000001e-08,0.87369999,0.6868
6.887999899999999e-08,0.938889999,0.77219999
7.2931767e-08,1.03249,0.84750003
7.7490002e-08,1.156,0.90179998
8.2656004e-08,1.3088000100000001,0.89050001
8.856e-08,1.32960001,0.86940002
9.1164708e-08,1.3739,0.91750002
9.322105299999999e-08,1.42930001,0.93260002
9.5372312e-08,1.48280001,0.93610001
9.762520299999998e-08,1.53609997,0.9332
9.9995159e-08,1.59069997,0.92629999
1.024661e-07,1.65149999,0.91219997
1.0499999999999999e-07,1.71139997,0.87349999
1.078122e-07,1.7476000200000001,0.8326
1.1099729999999999e-07,1.78140002,0.79460001
1.148e-07,1.81550002,0.75520003
1.180013e-07,1.8413000099999999,0.7256
1.215529e-07,1.86750001,0.69559997
1.249965e-07,1.89209998,0.6688
1.278186e-07,1.9114999799999999,0.64819998
1.3050949999999998e-07,1.9306999999999999,0.6293
1.333161e-07,1.95099998,0.61049998
1.362461e-07,1.9739000199999999,0.59119999
1.389955e-07,1.99790001,0.57340002
1.408909e-07,2.017,0.56089997
1.425104e-07,2.0369999,0.54830003
1.4416739e-07,2.0599999,0.52969998
1.458635e-07,2.082,0.50440001
1.490013e-07,2.109,0.44890001
1.5498e-07,2.12,0.33680001
1.6e-07,2.101,0.26010001
1.6531201e-07,2.069,0.19760001
1.7000409999999998e-07,2.0389999999999997,0.15710001
1.8000000999999998e-07,1.97750002,0.09962
1.8998469e-07,1.92610002,0.066770002
